id,carat,cut,color,clarity,depth,table,x,y,z,price
29079,0.7,Very Good,I,SI2,61.8,58.0,5.65,5.71,3.51,1977
29080,2.5,Fair,J,SI2,66.9,58.0,8.36,8.22,5.55,14652
29081,1.01,Very Good,F,SI1,62.7,56.0,6.39,6.36,4.0,5078
29082,1.37,Ideal,G,VS1,61.1,55.0,7.2,7.16,4.39,11009
29083,0.32,Premium,G,VS2,62.3,58.0,4.41,4.36,2.73,720
29084,1.5,Premium,G,SI1,60.2,61.0,7.28,7.2,4.36,10219
29085,0.81,Very Good,J,VS2,60.4,59.0,6.04,6.11,3.67,2283
29086,0.3,Ideal,F,IF,62.2,57.0,4.3,4.32,2.68,886
29087,0.41,Very Good,H,VVS2,62.4,54.0,4.75,4.77,2.97,873
29088,0.72,Fair,H,SI2,66.0,60.0,5.58,5.51,3.66,1799
29089,0.41,Ideal,E,VS2,62.1,56.0,4.74,4.76,2.95,935
29090,0.71,Good,E,SI1,63.2,57.0,5.67,5.72,3.6,2494
29091,1.18,Very Good,F,SI1,59.9,59.0,6.85,6.87,4.11,6053
29092,0.71,Ideal,E,SI1,62.9,57.0,5.67,5.72,3.58,2651
29093,0.3,Good,E,VVS2,63.2,59.0,4.27,4.28,2.7,684
29094,0.3,Premium,D,SI2,61.2,57.0,4.33,4.3,2.64,574
29095,0.31,Ideal,E,VS2,61.5,56.0,4.34,4.37,2.68,680
29096,1.0,Premium,H,VVS1,62.3,60.0,6.36,6.28,3.94,6132
29097,1.21,Premium,J,VS2,61.9,59.0,6.84,6.77,4.21,5096
29098,1.5,Very Good,I,VS1,63.3,54.0,7.26,7.33,4.62,11879
29099,0.41,Ideal,G,VS2,61.4,54.0,4.84,4.77,2.95,1061
29100,0.31,Very Good,H,SI1,61.1,55.0,4.35,4.39,2.67,446
29101,1.35,Premium,H,VS2,62.2,56.0,7.13,7.08,4.42,8062
29102,0.3,Good,H,SI1,63.7,57.0,4.26,4.28,2.72,432
29103,0.91,Ideal,G,SI1,62.6,56.0,6.27,6.3,3.81,3991
29104,0.73,Ideal,G,VS1,61.6,57.0,5.76,5.79,3.56,3033
29105,2.61,Good,I,SI2,64.2,63.0,8.66,8.57,5.53,13784
29106,1.13,Ideal,G,VS2,62.7,57.0,6.68,6.65,4.18,6644
29107,1.55,Ideal,D,SI2,61.1,56.0,7.45,7.48,4.56,10275
29108,1.0,Premium,F,SI1,59.7,60.0,6.51,6.48,3.88,4939
29109,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,13376
29110,0.74,Premium,F,VS1,62.5,60.0,5.78,5.74,3.6,2917
29111,1.04,Very Good,H,SI2,62.9,57.0,6.39,6.45,4.04,4435
29112,0.57,Ideal,D,SI2,61.4,56.0,5.33,5.38,3.29,1413
29113,0.41,Very Good,G,VS1,62.7,57.0,4.74,4.77,2.98,899
29114,0.71,Good,I,SI2,61.3,63.0,5.66,5.7,3.48,1922
29115,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1841
29116,0.7,Premium,H,SI1,61.1,58.0,5.73,5.69,3.49,2383
29117,1.7,Premium,G,VS2,61.4,58.0,7.67,7.63,4.7,12681
29118,1.0,Good,F,SI2,62.7,57.0,6.29,6.34,3.96,4081
29119,0.83,Premium,E,SI1,60.7,58.0,6.06,6.09,3.69,3482
29120,0.55,Ideal,D,SI2,61.6,56.0,5.28,5.31,3.26,1364
29121,0.41,Ideal,H,SI2,60.8,57.0,4.84,4.8,2.93,787
29122,0.5,Premium,D,VS2,62.1,58.0,5.08,5.03,3.14,1845
29123,1.41,Premium,G,SI1,62.1,59.0,7.23,7.13,4.46,8572
29124,0.46,Ideal,H,SI1,61.2,56.0,4.99,5.04,3.07,1039
29125,0.32,Ideal,E,VS2,62.7,55.0,4.36,4.38,2.74,702
29126,1.01,Very Good,H,VS2,60.7,58.0,6.47,6.51,3.94,5638
29127,0.3,Very Good,G,VVS2,63.1,56.0,4.23,4.2,2.66,878
29128,1.28,Good,G,SI2,63.6,57.0,6.78,6.73,4.29,4679
29129,0.71,Very Good,I,VS2,62.3,58.0,5.68,5.72,3.55,2052
29130,0.72,Ideal,H,VVS1,62.8,57.0,5.68,5.72,3.58,2907
29131,1.2,Ideal,F,IF,61.6,57.0,6.84,6.79,4.2,14300
29132,1.1,Ideal,I,SI1,61.6,55.0,6.66,6.68,4.11,5199
29133,0.39,Good,G,VS2,60.3,60.6,4.7,4.71,2.84,743
29134,1.01,Good,E,SI2,63.9,58.0,6.31,6.37,4.05,3546
29135,1.31,Good,G,SI1,63.4,56.5,6.87,6.97,4.4,7147
29136,0.36,Ideal,E,VS2,61.2,56.0,4.62,4.6,2.82,1013
29137,0.54,Good,D,SI2,63.2,57.0,5.16,5.19,3.27,1249
29138,0.26,Premium,E,VVS1,61.7,59.0,4.1,4.14,2.54,599
29139,0.55,Very Good,F,VS2,61.6,56.1,5.29,5.31,3.27,1777
29140,0.5,Good,D,SI2,58.5,64.0,5.2,5.12,3.02,958
29141,1.0,Very Good,F,SI1,61.4,60.0,6.35,6.38,3.91,4504
29142,0.31,Premium,J,VS1,61.8,59.0,4.33,4.31,2.67,523
29143,1.12,Ideal,F,VS2,60.9,55.0,6.73,6.67,4.08,6858
29144,0.97,Good,J,VS2,64.3,58.0,6.25,6.22,4.01,3129
29145,0.34,Premium,F,SI1,59.4,62.0,4.59,4.54,2.71,727
29146,0.74,Fair,G,VVS2,65.2,58.0,5.7,5.6,3.69,2959
29147,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,2464
29148,0.74,Very Good,G,VVS1,63.2,56.0,5.74,5.72,3.62,3328
29149,1.7,Very Good,H,VVS2,63.1,57.0,7.61,7.52,4.77,14275
29150,0.34,Very Good,H,VS2,63.3,56.0,4.45,4.39,2.8,689
29151,0.41,Very Good,G,SI1,60.3,60.0,4.76,4.8,2.88,719
29152,2.08,Ideal,I,SI2,62.3,56.0,8.16,8.22,5.1,15132
29153,0.53,Very Good,G,SI1,61.2,55.0,5.21,5.34,3.23,1237
29154,2.58,Fair,F,SI2,65.2,59.0,8.58,8.51,5.57,12500
29155,0.3,Ideal,F,IF,62.4,56.0,4.26,4.3,2.67,886
29156,0.77,Premium,D,VS1,62.1,57.0,5.85,5.8,3.62,3644
29157,0.4,Premium,D,SI2,59.9,60.0,4.74,4.78,2.85,666
29158,0.32,Ideal,F,IF,62.2,54.0,4.4,4.44,2.75,943
29159,1.7,Ideal,G,VS1,62.9,57.0,7.59,7.52,4.75,13605
29160,0.33,Premium,G,VVS2,61.0,58.0,4.48,4.44,2.72,965
29161,0.83,Ideal,J,VS2,62.1,56.0,5.98,6.03,3.73,2570
29162,0.56,Very Good,E,SI1,62.8,57.6,5.26,5.31,3.32,1659
29163,0.38,Ideal,F,VVS1,61.1,57.0,4.71,4.69,2.87,1160
29164,1.24,Fair,F,SI2,64.9,60.0,6.7,6.63,4.32,4375
29165,0.72,Very Good,H,SI2,61.0,56.0,5.75,5.8,3.52,1953
29166,0.41,Good,D,SI1,63.1,57.0,4.68,4.73,2.97,717
29167,1.0,Very Good,G,SI1,61.4,57.0,6.45,6.42,3.95,4919
29168,0.24,Ideal,D,VS1,62.6,57.0,3.92,4.0,2.48,687
29169,0.53,Ideal,I,VS2,62.3,57.0,5.15,5.18,3.22,1243
29170,0.31,Ideal,D,SI1,62.4,53.0,4.35,4.33,2.71,732
29171,0.36,Premium,D,VS2,60.3,58.0,4.63,4.66,2.8,727
29172,0.5,Premium,G,VS1,59.7,60.0,5.11,5.14,3.06,1624
29173,0.52,Ideal,D,VS1,60.9,56.0,5.17,5.21,3.16,1707
29174,0.35,Ideal,D,VS2,60.9,57.0,4.51,4.55,2.76,829
29175,0.53,Ideal,F,VS2,62.2,55.0,5.16,5.19,3.22,1650
29176,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,1304
29177,1.01,Fair,F,SI1,67.2,60.0,6.06,6.0,4.05,4276
29178,0.4,Premium,F,VS1,61.9,59.0,4.7,4.67,2.9,1050
29179,0.3,Ideal,G,IF,62.0,54.0,4.33,4.35,2.69,863
29180,0.32,Ideal,H,VVS2,61.7,56.0,4.37,4.42,2.71,645
29181,0.3,Ideal,E,VS2,61.4,55.0,4.34,4.32,2.66,844
29182,1.05,Good,F,SI2,63.6,59.0,6.4,6.36,4.06,3989
29183,0.51,Ideal,G,VS1,60.2,56.0,5.2,5.24,3.14,1852
29184,1.31,Premium,H,VS2,61.0,58.0,7.1,7.06,4.32,8106
29185,1.25,Ideal,H,VS2,62.2,57.0,6.92,6.88,4.29,7365
29186,1.0,Good,E,VVS1,63.4,59.0,6.27,6.24,4.0,8359
29187,0.31,Ideal,F,IF,62.3,57.0,4.34,4.3,2.69,1122
29188,0.41,Good,E,VVS1,63.5,57.0,4.73,4.75,3.01,1002
29189,0.32,Ideal,F,VS2,61.9,56.0,4.37,4.39,2.71,645
29190,0.31,Very Good,E,VS2,61.7,58.0,4.31,4.34,2.67,680
29191,0.42,Very Good,E,VS1,62.9,57.0,4.75,4.79,3.0,1005
29192,0.32,Ideal,E,VS1,61.7,57.0,4.39,4.42,2.72,758
29193,1.19,Premium,J,SI2,58.4,60.0,6.98,6.92,4.06,4198
29194,0.32,Ideal,E,VS2,61.8,54.0,4.43,4.4,2.73,768
29195,1.31,Premium,H,SI1,62.4,58.0,7.02,6.96,4.36,7527
29196,1.01,Premium,E,VS1,62.9,60.0,6.43,6.33,4.01,7466
29197,0.3,Very Good,G,VS1,62.9,57.0,4.28,4.31,2.7,605
29198,0.61,Very Good,F,VS2,62.6,60.0,5.34,5.39,3.36,1805
29199,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,2352
29200,1.22,Very Good,E,VS2,60.8,59.0,6.87,6.91,4.19,9475
29201,0.8,Very Good,D,SI2,62.5,59.0,5.88,5.92,3.69,2862
29202,0.5,Good,D,VS2,64.0,56.0,5.02,5.04,3.22,1589
29203,0.3,Ideal,E,VVS2,60.7,57.0,4.36,4.41,2.66,622
29204,0.28,Ideal,E,VS1,61.4,56.0,4.2,4.24,2.59,487
29205,0.7,Fair,G,SI1,56.6,61.0,5.86,5.95,3.34,2120
29206,0.37,Premium,H,VVS2,61.3,58.0,4.63,4.6,2.83,957
29207,0.35,Premium,E,SI1,61.9,58.0,4.52,4.49,2.79,788
29208,0.3,Ideal,G,VS1,62.9,57.0,4.31,4.28,2.7,776
29209,0.71,Fair,D,VS2,56.9,65.0,5.89,5.84,3.34,2858
29210,0.54,Ideal,D,VS2,61.1,56.0,5.23,5.27,3.21,1672
29211,0.4,Premium,D,VVS2,62.2,54.0,4.77,4.75,2.96,1323
29212,0.24,Ideal,E,VVS2,61.7,58.0,3.96,4.01,2.46,526
29213,2.17,Ideal,I,SI1,62.1,57.0,8.26,8.32,5.15,16716
29214,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1161
29215,0.32,Ideal,G,VVS1,60.8,56.0,4.37,4.44,2.68,842
29216,1.24,Premium,D,VS2,59.3,58.0,7.03,7.09,4.19,9738
29217,1.01,Ideal,G,VS2,61.7,57.0,6.48,6.45,3.99,6104
29218,0.51,Ideal,H,VS1,62.7,54.0,5.12,5.15,3.22,1438
29219,0.3,Ideal,E,VVS2,61.5,58.0,4.29,4.3,2.64,766
29220,0.71,Premium,F,SI2,62.3,60.0,5.67,5.7,3.54,2060
29221,0.32,Ideal,I,VS1,62.3,57.0,4.37,4.42,2.74,505
29222,0.51,Premium,G,VS2,62.2,57.0,5.15,5.1,3.19,1546
29223,0.74,Ideal,F,SI2,62.0,56.0,5.78,5.82,3.6,2655
29224,0.33,Very Good,D,SI1,62.8,55.0,4.41,4.45,2.78,608
29225,1.36,Premium,H,VS2,61.9,58.0,7.09,7.15,4.41,8718
29226,1.01,Good,J,SI1,63.6,54.0,6.44,6.36,4.07,3699
29227,0.41,Ideal,E,VVS2,61.6,55.0,4.81,4.84,2.97,1363
29228,1.51,Premium,H,VS2,60.2,60.0,7.5,7.38,4.48,10951
29229,1.12,Premium,I,SI2,61.2,58.0,6.72,6.68,4.1,3669
29230,0.73,Ideal,J,SI1,62.0,56.0,5.74,5.78,3.57,1902
29231,0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,3046
29232,1.2,Premium,H,SI1,62.9,55.0,6.77,6.74,4.25,5975
29233,1.28,Ideal,G,SI2,61.1,58.0,6.98,7.03,4.28,6548
29234,1.23,Premium,J,VS1,62.7,58.0,6.79,6.82,4.27,5412
29235,2.28,Ideal,I,SI2,62.9,57.0,8.41,8.34,5.27,16187
29236,0.41,Ideal,G,VS1,61.5,56.0,4.79,4.77,2.94,961
29237,0.32,Ideal,F,VVS1,62.1,54.0,4.41,4.42,2.74,912
29238,1.01,Very Good,E,SI1,63.1,58.0,6.4,6.31,4.01,5226
29239,0.54,Very Good,E,VS2,62.6,60.0,5.26,5.19,3.27,1426
29240,0.26,Ideal,G,VVS2,61.4,56.0,4.11,4.14,2.53,545
29241,2.01,Ideal,H,SI1,61.6,57.0,8.1,8.04,4.97,17403
29242,0.7,Very Good,F,VS2,62.7,57.0,5.61,5.65,3.53,2437
29243,0.32,Ideal,F,IF,61.2,57.0,4.4,4.42,2.7,949
29244,0.3,Ideal,H,VVS2,61.3,57.0,4.31,4.33,2.65,605
29245,1.09,Very Good,G,SI2,62.1,57.0,6.58,6.63,4.1,4591
29246,1.0,Ideal,E,SI2,61.8,57.0,6.43,6.39,3.96,4829
29247,2.01,Premium,D,SI2,59.1,60.0,8.31,8.21,4.88,13811
29248,0.3,Very Good,H,SI1,59.4,63.0,4.35,4.4,2.6,421
29249,0.53,Very Good,F,VS2,61.9,58.0,5.17,5.2,3.21,1631
29250,1.21,Very Good,I,VVS2,61.1,57.0,6.83,6.85,4.18,6653
29251,0.41,Good,G,SI1,64.3,54.0,4.68,4.72,3.02,646
29252,1.21,Ideal,I,VS1,61.7,53.0,6.89,6.92,4.26,7111
29253,0.32,Very Good,E,SI1,59.9,57.0,4.47,4.49,2.68,584
29254,0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21,1268
29255,0.33,Ideal,F,VS1,61.6,55.0,4.46,4.47,2.76,738
29256,1.5,Premium,J,VS1,62.0,61.0,7.37,7.24,4.53,7832
29257,1.14,Fair,G,VS1,57.5,67.0,0.0,0.0,0.0,6381
29258,1.0,Premium,E,SI2,60.4,62.0,6.52,6.42,3.91,4014
29259,0.49,Premium,G,VS2,59.8,59.0,5.16,5.14,3.08,1240
29260,2.11,Ideal,I,VS2,62.2,55.0,8.2,8.26,5.12,17712
29261,0.7,Good,D,VVS1,61.0,61.0,5.69,5.72,3.48,4407
29262,0.4,Ideal,E,VS1,61.2,57.0,4.74,4.77,2.91,1053
29263,2.08,Premium,I,VS2,58.9,61.0,8.36,8.35,4.92,18447
29264,0.55,Ideal,E,SI1,62.3,56.0,5.26,5.23,3.27,1668
29265,0.59,Very Good,I,VS2,63.4,56.0,5.37,5.33,3.39,1391
29266,0.9,Good,G,VVS2,63.6,58.0,6.11,6.1,3.88,4914
29267,0.93,Good,F,SI2,59.4,61.0,6.24,6.25,3.71,3418
29268,1.5,Ideal,F,VS1,62.3,56.0,7.34,7.3,4.56,15851
29269,1.03,Premium,H,VS2,61.8,58.0,6.48,6.43,3.99,5722
29270,0.44,Premium,I,VVS1,62.5,60.0,4.82,4.87,3.03,926
29271,0.53,Very Good,I,SI1,59.7,63.0,5.22,5.3,3.14,923
29272,1.74,Good,G,VS1,58.6,62.0,7.83,7.88,4.6,16223
29273,1.01,Good,F,SI1,64.1,60.0,6.21,6.16,3.97,4276
29274,0.39,Ideal,D,VS1,62.0,57.0,4.67,4.71,2.91,1095
29275,0.35,Good,F,SI1,63.6,54.0,4.52,4.51,2.87,748
29276,0.7,Fair,G,I1,68.3,56.0,5.52,5.4,3.73,978
29277,0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,3611
29278,2.01,Very Good,I,VS1,62.9,62.0,7.98,8.02,5.03,16914
29279,0.3,Good,G,VS1,63.6,57.0,4.23,4.26,2.7,605
29280,1.01,Premium,F,SI1,60.6,59.0,6.52,6.49,3.94,5345
29281,0.3,Very Good,H,VS2,63.5,58.0,4.27,4.24,2.7,608
29282,0.3,Ideal,G,VVS2,61.8,57.0,4.29,4.32,2.66,665
29283,0.5,Premium,E,VS2,61.8,59.0,5.12,5.08,3.15,1629
29284,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,680
29285,1.28,Premium,H,SI1,62.0,62.0,6.93,6.87,4.28,6595
29286,0.42,Premium,E,SI1,62.5,55.0,4.83,4.8,3.01,992
29287,1.05,Ideal,D,VS2,61.0,56.0,6.54,6.61,4.01,8451
29288,0.44,Premium,G,VVS1,60.9,59.0,4.96,4.9,3.0,1294
29289,0.24,Very Good,E,VVS2,61.6,59.0,3.98,4.01,2.46,552
29290,0.81,Fair,H,SI2,66.2,58.0,5.78,5.74,3.81,1687
29291,0.61,Good,F,VS1,60.0,65.0,5.53,5.47,3.3,2196
29292,0.57,Premium,D,SI2,61.3,59.0,5.32,5.28,3.25,1012
29293,0.71,Ideal,F,VS1,62.1,57.0,5.73,5.76,3.57,3066
29294,0.91,Ideal,G,SI2,62.3,56.0,6.18,6.22,3.86,3664
29295,0.56,Ideal,G,VVS2,61.6,56.0,5.32,5.29,3.27,2081
29296,1.2,Premium,H,SI1,62.1,58.0,6.77,6.72,4.19,6129
29297,0.93,Ideal,E,SI1,62.8,56.0,6.24,6.19,3.9,4229
29298,1.01,Fair,G,SI1,64.2,59.0,6.31,6.28,4.04,4004
29299,0.7,Ideal,D,SI1,61.8,56.0,5.7,5.72,3.53,3454
29300,0.55,Good,F,VS1,59.5,62.0,5.3,5.35,3.17,1682
29301,0.31,Very Good,E,VVS2,64.2,55.0,4.24,4.3,2.74,721
29302,0.75,Very Good,G,VS2,63.3,58.0,5.78,5.75,3.65,2467
29303,0.32,Very Good,H,VS1,62.8,55.0,4.35,4.41,2.75,561
29304,0.54,Premium,G,VVS2,60.5,55.0,5.28,5.24,3.18,2090
29305,0.31,Very Good,I,SI1,60.7,60.0,4.33,4.37,2.64,408
29306,0.55,Ideal,H,VVS1,62.4,56.0,5.21,5.24,3.26,1845
29307,1.01,Premium,H,SI2,61.9,61.0,6.34,6.29,3.91,3394
29308,0.3,Ideal,E,VS2,61.8,55.0,4.34,4.36,2.69,795
29309,0.4,Good,I,VVS1,63.5,57.0,4.65,4.68,2.96,842
29310,1.5,Premium,I,SI2,60.8,58.0,7.34,7.24,4.43,7526
29311,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2352
29312,0.97,Premium,D,SI2,60.4,61.0,6.4,6.37,3.86,3585
29313,0.33,Premium,H,VVS2,61.6,58.0,4.42,4.45,2.73,666
29314,1.22,Ideal,G,VVS2,62.3,56.0,6.81,6.84,4.25,10038
29315,1.6,Premium,G,VS2,61.6,60.0,7.55,7.49,4.63,13942
29316,1.21,Very Good,I,SI1,63.3,60.0,6.76,6.69,4.26,4404
29317,2.13,Premium,J,VS2,59.6,59.0,8.43,8.37,5.01,15110
29318,0.73,Ideal,D,VS2,61.6,56.0,5.76,5.8,3.56,4134
29319,0.38,Ideal,G,VVS1,61.7,55.0,4.67,4.7,2.89,993
29320,0.38,Premium,G,VS1,61.0,58.0,4.67,4.71,2.86,833
29321,1.01,Very Good,I,SI1,63.2,55.0,6.4,6.32,4.02,3676
29322,0.7,Premium,G,SI1,59.1,59.0,5.77,5.83,3.43,2042
29323,0.71,Good,F,SI1,66.2,55.0,5.49,5.53,3.65,2396
29324,1.11,Premium,H,I1,61.0,59.0,6.67,6.61,4.05,3263
29325,2.17,Premium,D,SI2,62.2,59.0,8.28,8.34,5.17,16472
29326,0.38,Ideal,D,VS1,62.2,57.0,4.63,4.66,2.89,1067
29327,1.25,Premium,I,SI2,60.1,60.0,6.99,6.95,4.19,4340
29328,1.21,Good,G,VS2,59.1,61.0,6.95,6.89,4.09,7359
29329,0.4,Very Good,G,SI2,62.9,57.0,4.68,4.7,2.95,630
29330,0.33,Premium,E,VS2,61.5,59.0,4.42,4.46,2.73,723
29331,0.54,Very Good,F,VVS1,59.7,56.0,5.33,5.35,3.19,2356
29332,0.59,Very Good,G,SI2,60.6,56.0,5.47,5.48,3.32,1210
29333,1.52,Ideal,G,SI1,60.7,57.0,7.41,7.38,4.49,9704
29334,1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,4377
29335,0.36,Very Good,G,SI1,62.0,59.0,4.53,4.56,2.82,537
29336,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,8057
29337,0.41,Very Good,I,VVS2,63.5,57.0,4.76,4.72,3.01,1061
29338,0.3,Ideal,D,SI1,62.2,55.0,4.29,4.33,2.68,552
29339,1.1,Very Good,I,SI1,60.4,61.0,6.69,6.73,4.05,4235
29340,0.77,Ideal,F,SI1,61.5,55.0,5.88,5.92,3.63,3321
29341,1.6,Ideal,G,VS1,62.0,54.0,7.53,7.5,4.6,17050
29342,0.51,Premium,E,VS1,61.8,58.0,5.13,5.09,3.16,1758
29343,1.01,Very Good,D,VS2,60.6,56.0,6.45,6.51,3.93,7001
29344,1.01,Ideal,G,IF,62.8,57.0,6.42,6.39,4.02,8778
29345,0.41,Ideal,J,VS1,62.7,57.0,4.75,4.72,2.97,830
29346,0.51,Ideal,E,VS1,61.8,56.0,5.17,5.19,3.2,1851
29347,0.41,Very Good,E,VS2,62.5,56.0,4.75,4.79,2.98,960
29348,0.32,Ideal,E,VS2,62.0,55.0,4.36,4.38,2.71,702
29349,0.9,Very Good,D,SI1,62.4,61.0,6.13,6.17,3.84,4693
29350,0.4,Ideal,D,VVS1,61.1,56.0,4.77,4.82,2.93,1665
29351,0.51,Premium,F,VS2,61.0,58.0,5.17,5.1,3.13,1687
29352,0.4,Very Good,E,VS2,60.4,63.0,4.68,4.72,2.84,791
29353,2.07,Good,I,SI1,63.6,58.0,8.09,7.99,5.11,13993
29354,0.76,Premium,I,VS1,59.3,62.0,5.93,5.85,3.49,2753
29355,1.46,Ideal,H,SI1,62.4,55.0,7.26,7.22,4.52,8855
29356,0.91,Very Good,F,SI2,60.9,58.0,6.28,6.2,3.8,4054
29357,0.44,Premium,H,SI2,58.4,60.0,5.05,4.99,2.93,759
29358,0.44,Very Good,E,SI2,63.2,59.0,4.85,4.8,3.05,878
29359,0.48,Ideal,F,VS1,60.8,56.3,5.1,5.08,3.1,1404
29360,1.0,Premium,F,SI2,62.9,59.0,6.39,6.3,3.99,4155
29361,0.62,Ideal,H,VS1,61.4,56.0,5.47,5.51,3.37,1878
29362,0.71,Ideal,E,SI1,61.3,57.0,5.81,5.78,3.55,2704
29363,1.2,Premium,E,VS1,60.7,57.0,6.89,6.81,4.16,10053
29364,0.35,Ideal,E,VVS1,61.7,54.0,4.56,4.58,2.82,1000
29365,0.4,Premium,H,VS1,62.7,59.0,4.63,4.71,2.93,731
29366,2.01,Premium,I,SI2,62.1,56.0,8.11,8.06,5.02,14428
29367,0.5,Premium,G,VS1,60.0,59.0,5.12,5.18,3.09,1559
29368,0.34,Ideal,G,VS2,62.2,53.0,4.46,4.51,2.79,596
29369,1.01,Premium,E,SI1,62.9,60.0,6.43,6.35,4.02,5599
29370,0.4,Premium,E,SI1,62.6,59.0,4.71,4.68,2.94,945
29371,1.51,Good,H,VS1,58.2,58.0,7.49,7.56,4.38,10819
29372,1.01,Very Good,H,SI1,62.7,59.0,6.27,6.33,3.95,4242
29373,0.3,Good,G,VS1,63.1,56.0,4.24,4.26,2.68,605
29374,0.33,Very Good,F,VS2,61.2,58.0,4.45,4.5,2.74,666
29375,0.9,Premium,F,SI1,61.3,58.0,6.13,6.08,3.74,3714
29376,0.31,Ideal,D,SI1,61.7,57.0,4.34,4.38,2.69,571
29377,1.01,Good,E,SI1,63.7,58.0,6.36,6.32,4.04,5226
29378,0.36,Ideal,G,IF,61.6,55.0,4.57,4.59,2.82,1074
29379,0.32,Premium,G,SI1,62.6,58.0,4.35,4.31,2.71,612
29380,0.33,Premium,H,VS2,60.4,60.0,4.48,4.52,2.72,521
29381,1.09,Ideal,G,SI2,62.1,56.0,6.66,6.59,4.12,4670
29382,0.33,Ideal,H,VVS2,60.9,57.0,4.48,4.52,2.74,666
29383,0.31,Ideal,G,VVS1,62.3,56.0,4.34,4.37,2.71,772
29384,0.75,Ideal,D,VS1,62.0,58.0,5.77,5.84,3.6,4007
29385,1.36,Premium,F,SI2,61.4,59.0,7.16,7.12,4.38,6458
29386,0.21,Premium,E,SI1,59.8,61.0,3.89,3.84,2.31,326
29387,0.7,Good,F,SI2,62.2,59.0,5.62,5.64,3.5,2062
29388,0.23,Very Good,D,VVS2,59.6,61.0,3.99,4.03,2.39,499
29389,0.32,Ideal,F,VS1,61.9,57.0,4.38,4.41,2.72,716
29390,0.93,Very Good,E,SI1,63.1,57.0,6.19,6.17,3.9,4531
29391,0.33,Ideal,H,VVS1,61.7,55.0,4.48,4.5,2.77,730
29392,0.91,Very Good,F,SI1,62.7,56.0,6.11,6.17,3.85,3963
29393,2.04,Very Good,H,SI2,63.2,58.0,8.1,8.0,5.09,13790
29394,0.96,Very Good,F,SI2,59.8,59.0,6.38,6.45,3.84,4218
29395,0.33,Ideal,E,VVS1,61.8,57.0,4.4,4.43,2.73,984
29396,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,2512
29397,1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,6071
29398,2.53,Ideal,I,SI1,62.4,57.0,8.68,8.59,5.39,16709
29399,1.02,Fair,F,SI1,61.8,50.0,6.59,6.51,4.05,4227
29400,0.3,Ideal,G,SI1,62.3,54.0,4.29,4.32,2.68,469
29401,1.05,Premium,G,VS2,62.8,58.0,6.48,6.44,4.06,6181
29402,0.31,Premium,E,VVS1,61.3,58.0,4.39,4.36,2.68,988
29403,0.44,Premium,E,SI1,62.3,59.0,4.84,4.88,3.03,810
29404,0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,5897
29405,0.84,Very Good,F,VVS2,60.4,62.0,6.1,6.15,3.7,4318
29406,1.01,Very Good,F,VVS2,63.0,56.0,6.34,6.4,4.01,8265
29407,0.42,Premium,G,VS2,60.1,61.0,4.86,4.79,2.9,1087
29408,0.31,Premium,G,SI1,61.4,58.0,4.31,4.35,2.66,462
29409,1.55,Premium,J,SI1,62.5,58.0,7.36,7.4,4.61,7502
29410,0.75,Good,E,VS1,63.1,55.0,5.8,5.83,3.67,3231
29411,0.55,Very Good,H,VVS1,61.1,57.0,5.26,5.35,3.24,1881
29412,0.55,Ideal,G,VVS2,62.0,57.0,5.26,5.22,3.25,2129
29413,1.08,Ideal,D,SI1,62.7,57.0,6.52,6.56,4.1,6539
29414,1.2,Ideal,G,VS1,62.0,55.0,6.81,6.87,4.24,9625
29415,0.7,Ideal,F,VS2,60.8,57.0,5.75,5.77,3.5,2956
29416,0.23,Very Good,D,VVS2,62.5,58.0,3.92,3.95,2.46,530
29417,1.04,Good,J,VS2,58.2,64.0,6.64,6.53,3.85,3285
29418,1.71,Premium,H,VVS2,61.4,59.0,7.67,7.77,4.74,14731
29419,0.31,Very Good,D,SI1,63.5,58.0,4.3,4.27,2.72,732
29420,0.91,Ideal,G,SI1,62.0,54.0,6.23,6.26,3.87,4453
29421,0.51,Very Good,F,VS1,61.4,60.0,5.07,5.13,3.13,1604
29422,1.31,Premium,H,VS2,59.6,58.0,7.14,7.08,4.24,6095
29423,1.01,Very Good,I,SI1,59.7,60.0,6.49,6.55,3.89,4186
29424,1.24,Ideal,D,VVS2,62.6,55.0,6.89,6.94,4.33,13803
